token_id,most_similar_token,similarity_score,top5_similar
24,6,0.4916621312333926,"[(6, np.float64(0.4916621312333926)), (101, np.float64(0.43388271051285804)), (27, np.float64(0.4289496887552191)), (50, np.float64(0.41867077223924876)), (48, np.float64(0.4186435150316279))]"
25,117,0.5796610061816336,"[(117, np.float64(0.5796610061816336)), (86, np.float64(0.4654576417296533)), (17, np.float64(0.4601293631481361)), (40, np.float64(0.4346139212310842)), (26, np.float64(0.3897618797916396))]"
26,113,0.4527496497992788,"[(113, np.float64(0.4527496497992788)), (7, np.float64(0.43603788576284624)), (37, np.float64(0.40854077984381343)), (86, np.float64(0.4052579869925454)), (25, np.float64(0.3897618797916397))]"
27,120,0.629441274101918,"[(120, np.float64(0.629441274101918)), (123, np.float64(0.613240525698177)), (79, np.float64(0.5719706215693238)), (16, np.float64(0.5476296911916474)), (107, np.float64(0.5374962670485409))]"
28,89,0.5827011423327229,"[(89, np.float64(0.5827011423327229)), (60, np.float64(0.4950366942726228)), (92, np.float64(0.4415960165614557)), (114, np.float64(0.38787921376486484)), (94, np.float64(0.3571719102588609))]"
29,21,0.3101230597960656,"[(21, np.float64(0.3101230597960656)), (115, np.float64(0.29208212437617215)), (121, np.float64(0.2915596581054204)), (105, np.float64(0.28158228660151974)), (120, np.float64(0.2758677988038386))]"
30,18,0.8903462925348127,"[(18, np.float64(0.8903462925348127)), (32, np.float64(0.886538919893529)), (98, np.float64(0.49377103977791037)), (64, np.float64(0.4775175036416433)), (65, np.float64(0.42655720575442535))]"
31,58,0.8341860617657582,"[(58, np.float64(0.8341860617657582)), (51, np.float64(0.8200301213245487)), (57, np.float64(0.7802003297958191)), (48, np.float64(0.7611605646637514)), (62, np.float64(0.7137858358850724))]"
32,30,0.886538919893529,"[(30, np.float64(0.886538919893529)), (18, np.float64(0.8449932240509744)), (98, np.float64(0.5224908996916856)), (9, np.float64(0.48640846924192305)), (65, np.float64(0.46514533131120855))]"
33,54,0.37602197712949037,"[(54, np.float64(0.37602197712949037)), (7, np.float64(0.3709732093626484)), (113, np.float64(0.36625650090533246)), (99, np.float64(0.3544317945358777)), (127, np.float64(0.3065930572404104))]"
34,59,0.35663089463286995,"[(59, np.float64(0.35663089463286995)), (93, np.float64(0.348353896837131)), (102, np.float64(0.28981560275352947)), (95, np.float64(0.26376825082098104)), (72, np.float64(0.25895224288058255))]"
35,47,0.37227912945581154,"[(47, np.float64(0.37227912945581154)), (50, np.float64(0.2601656721882341)), (58, np.float64(0.23814437604374517)), (56, np.float64(0.23707679285282093)), (52, np.float64(0.2230454088469823))]"
36,10,0.5530174071267954,"[(10, np.float64(0.5530174071267954)), (37, np.float64(0.47377004236955816)), (65, np.float64(0.44083191282810286)), (100, np.float64(0.42870293485504246)), (97, np.float64(0.3545099892419925))]"
37,10,0.5621097608024783,"[(10, np.float64(0.5621097608024783)), (36, np.float64(0.47377004236955816)), (114, np.float64(0.41059177047466366)), (26, np.float64(0.4085407798438135)), (92, np.float64(0.38559258470355695))]"
38,68,0.5575066453148009,"[(68, np.float64(0.5575066453148009)), (16, np.float64(0.5229918449505364)), (123, np.float64(0.49726589395315335)), (40, np.float64(0.4916357973263188)), (120, np.float64(0.4385767831221353))]"
39,4,0.7577803246753755,"[(4, np.float64(0.7577803246753755)), (107, np.float64(0.6938219204284506)), (19, np.float64(0.6554999924121964)), (104, np.float64(0.6220101174751147)), (126, np.float64(0.5975697735665129))]"
40,117,0.5279110067392698,"[(117, np.float64(0.5279110067392698)), (105, np.float64(0.4994624141659809)), (38, np.float64(0.49163579732631874)), (39, np.float64(0.4606418511706388)), (25, np.float64(0.4346139212310842))]"
41,127,0.564845160475614,"[(127, np.float64(0.564845160475614)), (0, np.float64(0.5490989950935312)), (107, np.float64(0.5278013781610909)), (72, np.float64(0.5218766138645196)), (81, np.float64(0.47548090656158376))]"
42,102,0.5847404114647183,"[(102, np.float64(0.5847404114647183)), (51, np.float64(0.4355338534166162)), (58, np.float64(0.4330249751418919)), (31, np.float64(0.3373482610885336)), (120, np.float64(0.28906166343279255))]"
43,36,0.3278250844507723,"[(36, np.float64(0.3278250844507723)), (67, np.float64(0.24308017911669438)), (85, np.float64(0.24299722490518771)), (10, np.float64(0.20991308234822142)), (101, np.float64(0.20251210640604367))]"
44,114,0.29565135039230706,"[(114, np.float64(0.29565135039230706)), (60, np.float64(0.28223006574337556)), (106, np.float64(0.25361794434977747)), (25, np.float64(0.24504613810256645)), (37, np.float64(0.23896130547315425))]"
45,43,0.18319949944981967,"[(43, np.float64(0.18319949944981967)), (55, np.float64(0.12810384896124924)), (46, np.float64(0.11610421452489159)), (49, np.float64(0.10944698979309508)), (115, np.float64(0.09244478564792842))]"
46,81,0.645322871494022,"[(81, np.float64(0.645322871494022)), (79, np.float64(0.5357791130450744)), (49, np.float64(0.5316208436418278)), (127, np.float64(0.5050381885610615)), (0, np.float64(0.4963305548322989))]"
47,50,0.6774075229678962,"[(50, np.float64(0.6774075229678962)), (57, np.float64(0.5955943896907101)), (58, np.float64(0.5221335673170575)), (31, np.float64(0.5190112643495624)), (56, np.float64(0.49814303686062167))]"
48,57,0.8817502437062554,"[(57, np.float64(0.8817502437062554)), (31, np.float64(0.7611605646637516)), (62, np.float64(0.7518551397710802)), (51, np.float64(0.7336797236800093)), (58, np.float64(0.6433814781290016))]"
49,46,0.5316208436418279,"[(46, np.float64(0.5316208436418279)), (81, np.float64(0.443847492032739)), (108, np.float64(0.38710550274904637)), (0, np.float64(0.3143405840760797)), (76, np.float64(0.29681195318781695))]"
50,47,0.6774075229678963,"[(47, np.float64(0.6774075229678963)), (57, np.float64(0.5557371615909413)), (48, np.float64(0.5540900716353038)), (51, np.float64(0.4988311530705545)), (62, np.float64(0.48339318125638564))]"
51,31,0.8200301213245488,"[(31, np.float64(0.8200301213245488)), (58, np.float64(0.8126365513987241)), (62, np.float64(0.8032966869618932)), (48, np.float64(0.7336797236800094)), (57, np.float64(0.7171341550499413))]"
52,113,0.42977781970755413,"[(113, np.float64(0.42977781970755413)), (99, np.float64(0.40425552772629436)), (53, np.float64(0.3854749465876389)), (7, np.float64(0.3302806421022375)), (127, np.float64(0.32181208117625293))]"
53,52,0.3854749465876389,"[(52, np.float64(0.3854749465876389)), (102, np.float64(0.2878794818354996)), (4, np.float64(0.2589771566408299)), (39, np.float64(0.214900590072928)), (123, np.float64(0.20352320974435067))]"
54,38,0.37620686292492345,"[(38, np.float64(0.37620686292492345)), (33, np.float64(0.37602197712949037)), (70, np.float64(0.3121493878598641)), (17, np.float64(0.30252051098299687)), (68, np.float64(0.2923126736903799))]"
55,65,0.3553870458818581,"[(65, np.float64(0.3553870458818581)), (46, np.float64(0.34821616347478107)), (91, np.float64(0.33085561576454525)), (32, np.float64(0.30985329807856765)), (98, np.float64(0.29066610716122826))]"
56,47,0.4981430368606218,"[(47, np.float64(0.4981430368606218)), (1, np.float64(0.4544656270469569)), (50, np.float64(0.43899846108541773)), (112, np.float64(0.43839074377138365)), (100, np.float64(0.39637522656267316))]"
57,48,0.8817502437062552,"[(48, np.float64(0.8817502437062552)), (31, np.float64(0.7802003297958191)), (62, np.float64(0.7534594101828216)), (58, np.float64(0.7188807571021916)), (51, np.float64(0.7171341550499413))]"
58,31,0.8341860617657582,"[(31, np.float64(0.8341860617657582)), (51, np.float64(0.8126365513987241)), (57, np.float64(0.7188807571021916)), (62, np.float64(0.6751273305164182)), (48, np.float64(0.6433814781290016))]"
59,96,0.6601463624002604,"[(96, np.float64(0.6601463624002604)), (95, np.float64(0.6079175167376195)), (0, np.float64(0.3672396405023301)), (126, np.float64(0.3603448597021923)), (34, np.float64(0.35663089463287007))]"
60,28,0.49503669427262287,"[(28, np.float64(0.49503669427262287)), (38, np.float64(0.3984858200378652)), (99, np.float64(0.33332194609732846)), (89, np.float64(0.3160431556282911)), (44, np.float64(0.2822300657433756))]"
61,19,0.5150212047587153,"[(19, np.float64(0.5150212047587153)), (126, np.float64(0.5136380756810313)), (97, np.float64(0.46932118411570123)), (39, np.float64(0.4673189400815341)), (32, np.float64(0.45016944103276324))]"
62,51,0.8032966869618932,"[(51, np.float64(0.8032966869618932)), (57, np.float64(0.7534594101828216)), (48, np.float64(0.7518551397710802)), (31, np.float64(0.7137858358850724)), (58, np.float64(0.6751273305164183))]"
63,91,0.855814121613744,"[(91, np.float64(0.855814121613744)), (112, np.float64(0.47076321300944135)), (50, np.float64(0.42767244438302876)), (87, np.float64(0.3419737626966151)), (104, np.float64(0.30315823223800265))]"
64,30,0.4775175036416433,"[(30, np.float64(0.4775175036416433)), (9, np.float64(0.4366613062535104)), (32, np.float64(0.4230723341661676)), (104, np.float64(0.40099932796369964)), (18, np.float64(0.4009831386529672))]"
65,18,0.5017772041311063,"[(18, np.float64(0.5017772041311063)), (88, np.float64(0.48698649563388297)), (32, np.float64(0.46514533131120855)), (36, np.float64(0.44083191282810286)), (112, np.float64(0.43671859765076915))]"
66,127,0.4982734034725518,"[(127, np.float64(0.4982734034725518)), (107, np.float64(0.47889701527610623)), (126, np.float64(0.37955554774990025)), (22, np.float64(0.35649208038035296)), (19, np.float64(0.3558017493280573))]"
67,110,0.7403456706053047,"[(110, np.float64(0.7403456706053047)), (36, np.float64(0.3369361980812315)), (38, np.float64(0.3140140866739778)), (43, np.float64(0.24308017911669436)), (14, np.float64(0.1379007494010384))]"
68,38,0.5575066453148008,"[(38, np.float64(0.5575066453148008)), (70, np.float64(0.5031521936299491)), (17, np.float64(0.4447368655901971)), (2, np.float64(0.421775115970219)), (123, np.float64(0.37955355466639845))]"
69,104,0.5261369712606059,"[(104, np.float64(0.5261369712606059)), (4, np.float64(0.45866023272671674)), (22, np.float64(0.4204711968568887)), (94, np.float64(0.3978326365860856)), (20, np.float64(0.38518590372113803))]"
70,2,0.5078087819328567,"[(2, np.float64(0.5078087819328567)), (68, np.float64(0.5031521936299492)), (17, np.float64(0.49903508178223627)), (101, np.float64(0.38276529786577923)), (16, np.float64(0.36117024899608535))]"
71,82,0.8255491611863877,"[(82, np.float64(0.8255491611863877)), (103, np.float64(0.4328584376863909)), (105, np.float64(0.22688996191879154)), (58, np.float64(0.22602141101402903)), (34, np.float64(0.12396784462480515))]"
72,41,0.5218766138645196,"[(41, np.float64(0.5218766138645196)), (46, np.float64(0.47004788729090646)), (107, np.float64(0.4380942439287769)), (120, np.float64(0.4361081019235845)), (106, np.float64(0.41902106010383433))]"
73,13,0.9990045380773598,"[(13, np.float64(0.9990045380773598)), (14, np.float64(0.29134021772420915)), (97, np.float64(0.26984800808236087)), (56, np.float64(0.21419878476973545)), (54, np.float64(0.18874419140970886))]"
74,126,0.5255483777218758,"[(126, np.float64(0.5255483777218758)), (97, np.float64(0.5183934366916092)), (127, np.float64(0.5026422352380617)), (39, np.float64(0.4637310713777866)), (20, np.float64(0.4625392731605009))]"
75,5,0.9938966089102635,"[(5, np.float64(0.9938966089102635)), (94, np.float64(0.8714628257449121)), (80, np.float64(0.4305230839985801)), (81, np.float64(0.3513404127540301)), (8, np.float64(0.34216753868342703))]"
76,120,0.556504381587421,"[(120, np.float64(0.556504381587421)), (81, np.float64(0.4691467819880235)), (123, np.float64(0.4499647282360228)), (109, np.float64(0.42822357034790237)), (79, np.float64(0.41891807953298976))]"
77,47,0.4410890750134572,"[(47, np.float64(0.4410890750134572)), (48, np.float64(0.37911704217342945)), (56, np.float64(0.3421186946286799)), (57, np.float64(0.33020708908850016)), (30, np.float64(0.2945050355207041))]"
78,28,0.24383980041139625,"[(28, np.float64(0.24383980041139625)), (22, np.float64(0.22543287010163715)), (69, np.float64(0.20433588952945214)), (12, np.float64(0.2021377612752051)), (19, np.float64(0.15690908667447162))]"
79,126,0.6882103779666738,"[(126, np.float64(0.6882103779666738)), (120, np.float64(0.6088097827086565)), (27, np.float64(0.5719706215693238)), (81, np.float64(0.5668016124871535)), (109, np.float64(0.5567204919706464))]"
80,94,0.5008280722716416,"[(94, np.float64(0.5008280722716416)), (5, np.float64(0.4325423455292858)), (75, np.float64(0.43052308399858014)), (24, np.float64(0.4039234977262852)), (8, np.float64(0.3841068323613687))]"
81,46,0.645322871494022,"[(46, np.float64(0.645322871494022)), (120, np.float64(0.5940266811269496)), (79, np.float64(0.5668016124871535)), (0, np.float64(0.48348127631412585)), (41, np.float64(0.47548090656158376))]"
82,71,0.8255491611863877,"[(71, np.float64(0.8255491611863877)), (103, np.float64(0.560388828615931)), (120, np.float64(0.35835629616273157)), (105, np.float64(0.29957938902012515)), (123, np.float64(0.27146058123451344))]"
83,125,0.6783879298344703,"[(125, np.float64(0.6783879298344703)), (21, np.float64(0.4394544546653337)), (23, np.float64(0.346164533185002)), (14, np.float64(0.2580288604937827)), (29, np.float64(0.25359557559857376))]"
84,106,0.2509012842298173,"[(106, np.float64(0.2509012842298173)), (114, np.float64(0.22874852857193603)), (87, np.float64(0.22796743619773452)), (126, np.float64(0.22146618693794268)), (28, np.float64(0.20695158852697965))]"
85,7,0.31853272417693307,"[(7, np.float64(0.31853272417693307)), (77, np.float64(0.2880451344096787)), (112, np.float64(0.2846039720748564)), (47, np.float64(0.25580255632482457)), (65, np.float64(0.2557088535252997))]"
86,126,0.5200506102463421,"[(126, np.float64(0.5200506102463421)), (114, np.float64(0.5077270318367135)), (96, np.float64(0.48883843869786237)), (79, np.float64(0.4734799331368455)), (4, np.float64(0.4732840608372463))]"
87,27,0.5040851933280274,"[(27, np.float64(0.5040851933280274)), (47, np.float64(0.4227662974305624)), (50, np.float64(0.40248981248781024)), (123, np.float64(0.34574760349684663)), (57, np.float64(0.34240984735185925))]"
88,65,0.48698649563388297,"[(65, np.float64(0.48698649563388297)), (126, np.float64(0.47932783168934956)), (9, np.float64(0.4631789779165596)), (22, np.float64(0.4461511375500901)), (99, np.float64(0.44564792434023115))]"
89,28,0.5827011423327231,"[(28, np.float64(0.5827011423327231)), (126, np.float64(0.5068284077860433)), (92, np.float64(0.47757018798261086)), (127, np.float64(0.4516225622436323)), (107, np.float64(0.4345951698282337))]"
90,47,0.38910993825080964,"[(47, np.float64(0.38910993825080964)), (1, np.float64(0.27442555050273804)), (77, np.float64(0.2417068676082798)), (20, np.float64(0.23949835294596444)), (24, np.float64(0.22053799684085762))]"
91,63,0.8558141216137439,"[(63, np.float64(0.8558141216137439)), (112, np.float64(0.6195814284666519)), (9, np.float64(0.38805595602955467)), (56, np.float64(0.3699524075433394)), (20, np.float64(0.36045991076211403))]"
92,39,0.47881641349146326,"[(39, np.float64(0.47881641349146326)), (89, np.float64(0.4775701879826109)), (107, np.float64(0.4526544109224322)), (74, np.float64(0.4487444915944071)), (28, np.float64(0.44159601656145564))]"
93,34,0.34835389683713097,"[(34, np.float64(0.34835389683713097)), (54, np.float64(0.20623482989583813)), (33, np.float64(0.15891855371628177)), (55, np.float64(0.1528287562534529)), (112, np.float64(0.13574662023221754))]"
94,75,0.8714628257449122,"[(75, np.float64(0.8714628257449122)), (5, np.float64(0.8565690382587119)), (80, np.float64(0.5008280722716416)), (104, np.float64(0.47766565297708974)), (126, np.float64(0.4630829531645614))]"
95,59,0.6079175167376195,"[(59, np.float64(0.6079175167376195)), (96, np.float64(0.5845099358123429)), (107, np.float64(0.5699581605720814)), (0, np.float64(0.5697583634638366)), (126, np.float64(0.5477742633091216))]"
96,59,0.6601463624002604,"[(59, np.float64(0.6601463624002604)), (126, np.float64(0.5989956954960362)), (95, np.float64(0.584509935812343)), (114, np.float64(0.49544441171840986)), (86, np.float64(0.48883843869786237))]"
97,126,0.5314417911997831,"[(126, np.float64(0.5314417911997831)), (74, np.float64(0.5183934366916092)), (1, np.float64(0.4744276896281399)), (61, np.float64(0.46932118411570123)), (22, np.float64(0.46642880759536076))]"
98,18,0.5482908843557753,"[(18, np.float64(0.5482908843557753)), (32, np.float64(0.5224908996916856)), (30, np.float64(0.4937710397779104)), (112, np.float64(0.45613626067428903)), (1, np.float64(0.45496757300730845))]"
99,126,0.6160914312311466,"[(126, np.float64(0.6160914312311466)), (113, np.float64(0.5632846813397934)), (19, np.float64(0.5424848886925464)), (39, np.float64(0.5259450979290443)), (107, np.float64(0.5235160837120083))]"
100,1,0.610616442257077,"[(1, np.float64(0.610616442257077)), (126, np.float64(0.5157938293085211)), (112, np.float64(0.4995336059079202)), (99, np.float64(0.49856842841653776)), (20, np.float64(0.479219564858196))]"
101,24,0.43388271051285804,"[(24, np.float64(0.43388271051285804)), (19, np.float64(0.38768516656487423)), (70, np.float64(0.3827652978657793)), (86, np.float64(0.3626481410573153)), (27, np.float64(0.3591285024465073))]"
102,51,0.6380110086944266,"[(51, np.float64(0.6380110086944266)), (120, np.float64(0.5943819284913228)), (42, np.float64(0.5847404114647183)), (31, np.float64(0.5591239640632248)), (58, np.float64(0.47721433510476874))]"
103,82,0.5603888286159309,"[(82, np.float64(0.5603888286159309)), (120, np.float64(0.4404076486295774)), (71, np.float64(0.4328584376863909)), (123, np.float64(0.37878871628251015)), (76, np.float64(0.3406419786242626))]"
104,4,0.713668022659883,"[(4, np.float64(0.713668022659883)), (22, np.float64(0.6483305640325141)), (39, np.float64(0.6220101174751147)), (20, np.float64(0.5497985590701843)), (69, np.float64(0.5261369712606059))]"
105,107,0.6250823533673338,"[(107, np.float64(0.6250823533673338)), (109, np.float64(0.6030416232681092)), (123, np.float64(0.5440616555122679)), (39, np.float64(0.5364281477896589)), (40, np.float64(0.499462414165981))]"
106,107,0.644977682950063,"[(107, np.float64(0.644977682950063)), (127, np.float64(0.5132699797669524)), (22, np.float64(0.5012227688676147)), (8, np.float64(0.4918029380128004)), (126, np.float64(0.48211216880663266))]"
107,19,0.7469426138116939,"[(19, np.float64(0.7469426138116939)), (39, np.float64(0.6938219204284506)), (106, np.float64(0.6449776829500631)), (127, np.float64(0.6283870639744806)), (105, np.float64(0.6250823533673338))]"
108,49,0.3871055027490464,"[(49, np.float64(0.3871055027490464)), (123, np.float64(0.3865950405728426)), (95, np.float64(0.3229959437853805)), (92, np.float64(0.3027166397790506)), (105, np.float64(0.3016841145340571))]"
109,105,0.6030416232681092,"[(105, np.float64(0.6030416232681092)), (79, np.float64(0.5567204919706464)), (8, np.float64(0.5166515649806396)), (27, np.float64(0.4956699169919069)), (107, np.float64(0.4781487291878258))]"
110,67,0.7403456706053047,"[(67, np.float64(0.7403456706053047)), (74, np.float64(0.38272381056110527)), (118, np.float64(0.2793317886941)), (38, np.float64(0.27797767120113104)), (36, np.float64(0.27463374142620844))]"
111,91,0.3018179585045583,"[(91, np.float64(0.3018179585045583)), (125, np.float64(0.2981496851297802)), (46, np.float64(0.2740506427865938)), (79, np.float64(0.27046445272878583)), (9, np.float64(0.23934656550452782))]"
112,91,0.6195814284666519,"[(91, np.float64(0.6195814284666519)), (9, np.float64(0.5860276548524573)), (100, np.float64(0.4995336059079202)), (22, np.float64(0.4773880245020006)), (18, np.float64(0.4721676359105328))]"
113,7,0.9335476621373184,"[(7, np.float64(0.9335476621373184)), (99, np.float64(0.5632846813397934)), (26, np.float64(0.4527496497992788)), (112, np.float64(0.4429490408463005)), (52, np.float64(0.4297778197075541))]"
114,126,0.667277606747997,"[(126, np.float64(0.667277606747997)), (107, np.float64(0.572167083797683)), (79, np.float64(0.535840707506169)), (0, np.float64(0.5270676577429891)), (19, np.float64(0.5119567389164366))]"
115,62,0.5042258669069533,"[(62, np.float64(0.5042258669069533)), (120, np.float64(0.4849372000144956)), (51, np.float64(0.4784747935723858)), (48, np.float64(0.43947020663185044)), (27, np.float64(0.43181901435645553))]"
116,107,0.458345044914252,"[(107, np.float64(0.458345044914252)), (41, np.float64(0.43398092062924787)), (127, np.float64(0.41611276015741516)), (81, np.float64(0.3701867013685013)), (27, np.float64(0.3452891451485083))]"
117,25,0.5796610061816336,"[(25, np.float64(0.5796610061816336)), (40, np.float64(0.5279110067392698)), (123, np.float64(0.463122295291972)), (105, np.float64(0.41690148774370756)), (72, np.float64(0.4075479956722645))]"
118,19,0.5703468535501214,"[(19, np.float64(0.5703468535501214)), (39, np.float64(0.4836193301859376)), (126, np.float64(0.47193732352434214)), (107, np.float64(0.4663063334690002)), (121, np.float64(0.45768771266937264))]"
119,96,0.4218423897973266,"[(96, np.float64(0.4218423897973266)), (86, np.float64(0.34939111911881054)), (72, np.float64(0.3364650272766797)), (69, np.float64(0.3189532624440007)), (114, np.float64(0.3184850026291215))]"
120,123,0.6621368448987577,"[(123, np.float64(0.6621368448987577)), (27, np.float64(0.629441274101918)), (79, np.float64(0.6088097827086565)), (102, np.float64(0.5943819284913228)), (81, np.float64(0.5940266811269495))]"
121,118,0.4576877126693727,"[(118, np.float64(0.4576877126693727)), (14, np.float64(0.296784872612638)), (29, np.float64(0.2915596581054204)), (1, np.float64(0.2805418266903492)), (98, np.float64(0.26079960398081303))]"
122,65,0.3069929998431795,"[(65, np.float64(0.3069929998431795)), (68, np.float64(0.2812691201199625)), (85, np.float64(0.22911722365945025)), (80, np.float64(0.21824875497854956)), (77, np.float64(0.21129146963275874))]"
123,120,0.6621368448987577,"[(120, np.float64(0.6621368448987577)), (27, np.float64(0.6132405256981771)), (107, np.float64(0.5551405914114097)), (105, np.float64(0.5440616555122679)), (38, np.float64(0.4972658939531533))]"
124,108,0.28543264137097524,"[(108, np.float64(0.28543264137097524)), (1, np.float64(0.27117980482831017)), (104, np.float64(0.2425497303567598)), (114, np.float64(0.2411132666502429)), (94, np.float64(0.23975772668228928))]"
125,83,0.6783879298344702,"[(83, np.float64(0.6783879298344702)), (21, np.float64(0.34774755298236465)), (111, np.float64(0.2981496851297802)), (23, np.float64(0.2865153689147698)), (106, np.float64(0.23190241387829974))]"
126,79,0.6882103779666738,"[(79, np.float64(0.6882103779666738)), (114, np.float64(0.667277606747997)), (99, np.float64(0.6160914312311466)), (107, np.float64(0.605799628473225)), (127, np.float64(0.6004549537562667))]"
127,107,0.6283870639744807,"[(107, np.float64(0.6283870639744807)), (126, np.float64(0.6004549537562667)), (41, np.float64(0.564845160475614)), (0, np.float64(0.5419682546096012)), (106, np.float64(0.5132699797669524))]"
